date,admin1,market,commodity,unit,price,currency,source
2020-09-01,Kenya,Eldoret,Sugar,KG,120.37,KES,Sample Data
2020-09-01,Kenya,Nairobi,Cooking oil (vegetable),L,266.63,KES,Sample Data
2020-09-01,Kenya,Mombasa,Cooking oil (vegetable),L,261.15,KES,Sample Data
2020-09-01,Kenya,Kisumu,Cooking oil (vegetable),L,271.96,KES,Sample Data
2020-09-01,Kenya,Nakuru,Cooking oil (vegetable),L,271.16,KES,Sample Data
2020-09-01,Kenya,Eldoret,Cooking oil (vegetable),L,268.26,KES,Sample Data
2020-09-01,Kenya,Nairobi,Milk (fresh),L,54.74,KES,Sample Data
2020-09-01,Kenya,Mombasa,Milk (fresh),L,55.31,KES,Sample Data
2020-09-01,Kenya,Kisumu,Milk (fresh),L,60.58,KES,Sample Data
2020-09-01,Kenya,Nakuru,Milk (fresh),L,59.54,KES,Sample Data
2020-09-01,Kenya,Eldoret,Milk (fresh),L,58.73,KES,Sample Data
2020-09-01,Kenya,Nairobi,Eggs,Piece,14.56,KES,Sample Data
2020-09-01,Kenya,Mombasa,Eggs,Piece,14.26,KES,Sample Data
2020-09-01,Kenya,Kisumu,Eggs,Piece,15.07,KES,Sample Data
2020-09-01,Kenya,Nakuru,Eggs,Piece,15.16,KES,Sample Data
2020-09-01,Kenya,Eldoret,Eggs,Piece,14.75,KES,Sample Data
2020-10-01,Kenya,Nairobi,Maize (white),KG,42.51,KES,Sample Data
2020-10-01,Kenya,Mombasa,Maize (white),KG,45.21,KES,Sample Data
2020-10-01,Kenya,Kisumu,Maize (white),KG,45.76,KES,Sample Data
2020-10-01,Kenya,Nakuru,Maize (white),KG,45.47,KES,Sample Data
2020-10-01,Kenya,Eldoret,Maize (white),KG,42.54,KES,Sample Data
2020-10-01,Kenya,Nairobi,Rice,KG,121.5,KES,Sample Data
2020-10-01,Kenya,Mombasa,Rice,KG,117.91,KES,Sample Data
2020-10-01,Kenya,Kisumu,Rice,KG,122.37,KES,Sample Data
2020-10-01,Kenya,Nakuru,Rice,KG,121.62,KES,Sample Data
2020-10-01,Kenya,Eldoret,Rice,KG,116.04,KES,Sample Data
2020-10-01,Kenya,Nairobi,Wheat flour,KG,52.74,KES,Sample Data
2020-10-01,Kenya,Mombasa,Wheat flour,KG,53.92,KES,Sample Data
2020-10-01,Kenya,Kisumu,Wheat flour,KG,56.18,KES,Sample Data
2020-10-01,Kenya,Nakuru,Wheat flour,KG,54.16,KES,Sample Data
2020-10-01,Kenya,Eldoret,Wheat flour,KG,54.66,KES,Sample Data
2020-10-01,Kenya,Nairobi,Beans (dry),KG,112.77,KES,Sample Data
2020-10-01,Kenya,Mombasa,Beans (dry),KG,105.85,KES,Sample Data
2020-10-01,Kenya,Kisumu,Beans (dry),KG,111.13,KES,Sample Data
2020-10-01,Kenya,Nakuru,Beans (dry),KG,108.2,KES,Sample Data
2020-10-01,Kenya,Eldoret,Beans (dry),KG,111.33,KES,Sample Data
2020-10-01,Kenya,Nairobi,Sugar,KG,124.89,KES,Sample Data
2020-10-01,Kenya,Mombasa,Sugar,KG,130.71,KES,Sample Data
2020-10-01,Kenya,Kisumu,Sugar,KG,128.33,KES,Sample Data
2020-10-01,Kenya,Nakuru,Sugar,KG,132.77,KES,Sample Data
2020-10-01,Kenya,Eldoret,Sugar,KG,131.79,KES,Sample Data
2020-10-01,Kenya,Nairobi,Cooking oil (vegetable),L,284.36,KES,Sample Data
2020-10-01,Kenya,Mombasa,Cooking oil (vegetable),L,271.46,KES,Sample Data
2020-10-01,Kenya,Kisumu,Cooking oil (vegetable),L,263.65,KES,Sample Data
2020-10-01,Kenya,Nakuru,Cooking oil (vegetable),L,280.88,KES,Sample Data
2020-10-01,Kenya,Eldoret,Cooking oil (vegetable),L,278.73,KES,Sample Data
2020-10-01,Kenya,Nairobi,Milk (fresh),L,59.08,KES,Sample Data
2020-10-01,Kenya,Mombasa,Milk (fresh),L,57.84,KES,Sample Data
2020-10-01,Kenya,Kisumu,Milk (fresh),L,61.33,KES,Sample Data
2020-10-01,Kenya,Nakuru,Milk (fresh),L,58.16,KES,Sample Data
2020-10-01,Kenya,Eldoret,Milk (fresh),L,61.66,KES,Sample Data
2020-10-01,Kenya,Nairobi,Eggs,Piece,14.83,KES,Sample Data
2020-10-01,Kenya,Mombasa,Eggs,Piece,14.88,KES,Sample Data
2020-10-01,Kenya,Kisumu,Eggs,Piece,15.27,KES,Sample Data
2020-10-01,Kenya,Nakuru,Eggs,Piece,14.81,KES,Sample Data
2020-10-01,Kenya,Eldoret,Eggs,Piece,15.39,KES,Sample Data
2020-11-01,Kenya,Nairobi,Maize (white),KG,44.34,KES,Sample Data
2020-11-01,Kenya,Mombasa,Maize (white),KG,46.57,KES,Sample Data
2020-11-01,Kenya,Kisumu,Maize (white),KG,47.18,KES,Sample Data
2020-11-01,Kenya,Nakuru,Maize (white),KG,48.19,KES,Sample Data
2020-11-01,Kenya,Eldoret,Maize (white),KG,44.19,KES,Sample Data
2020-11-01,Kenya,Nairobi,Rice,KG,127.38,KES,Sample Data
2020-11-01,Kenya,Mombasa,Rice,KG,128.02,KES,Sample Data
2020-11-01,Kenya,Kisumu,Rice,KG,123.05,KES,Sample Data
2020-11-01,Kenya,Nakuru,Rice,KG,121.49,KES,Sample Data
2020-11-01,Kenya,Eldoret,Rice,KG,120.77,KES,Sample Data
2020-11-01,Kenya,Nairobi,Wheat flour,KG,53.27,KES,Sample Data
2020-11-01,Kenya,Mombasa,Wheat flour,KG,55.69,KES,Sample Data
2020-11-01,Kenya,Kisumu,Wheat flour,KG,58.77,KES,Sample Data
2020-11-01,Kenya,Nakuru,Wheat flour,KG,55.39,KES,Sample Data
2020-11-01,Kenya,Eldoret,Wheat flour,KG,55.99,KES,Sample Data
2020-11-01,Kenya,Nairobi,Beans (dry),KG,112.02,KES,Sample Data
2020-11-01,Kenya,Mombasa,Beans (dry),KG,108.88,KES,Sample Data
2020-11-01,Kenya,Kisumu,Beans (dry),KG,111.61,KES,Sample Data
2020-11-01,Kenya,Nakuru,Beans (dry),KG,110.87,KES,Sample Data
2020-11-01,Kenya,Eldoret,Beans (dry),KG,114.14,KES,Sample Data
2020-11-01,Kenya,Nairobi,Sugar,KG,135.2,KES,Sample Data
2020-11-01,Kenya,Mombasa,Sugar,KG,139.26,KES,Sample Data
2020-11-01,Kenya,Kisumu,Sugar,KG,131.88,KES,Sample Data
2020-11-01,Kenya,Nakuru,Sugar,KG,139.68,KES,Sample Data
2020-11-01,Kenya,Eldoret,Sugar,KG,134.36,KES,Sample Data
2020-11-01,Kenya,Nairobi,Cooking oil (vegetable),L,293.72,KES,Sample Data
2020-11-01,Kenya,Mombasa,Cooking oil (vegetable),L,298.15,KES,Sample Data
2020-11-01,Kenya,Kisumu,Cooking oil (vegetable),L,277.51,KES,Sample Data
2020-11-01,Kenya,Nakuru,Cooking oil (vegetable),L,285.73,KES,Sample Data
2020-11-01,Kenya,Eldoret,Cooking oil (vegetable),L,273.4,KES,Sample Data
2020-11-01,Kenya,Nairobi,Milk (fresh),L,61.09,KES,Sample Data
2020-11-01,Kenya,Mombasa,Milk (fresh),L,61.02,KES,Sample Data
2020-11-01,Kenya,Kisumu,Milk (fresh),L,61.78,KES,Sample Data
2020-11-01,Kenya,Nakuru,Milk (fresh),L,59.42,KES,Sample Data
2020-11-01,Kenya,Eldoret,Milk (fresh),L,64.38,KES,Sample Data
2020-11-01,Kenya,Nairobi,Eggs,Piece,14.99,KES,Sample Data
2020-11-01,Kenya,Mombasa,Eggs,Piece,15.2,KES,Sample Data
2020-11-01,Kenya,Kisumu,Eggs,Piece,14.82,KES,Sample Data
2020-11-01,Kenya,Nakuru,Eggs,Piece,15.61,KES,Sample Data
2020-11-01,Kenya,Eldoret,Eggs,Piece,14.92,KES,Sample Data
2020-12-01,Kenya,Nairobi,Maize (white),KG,49.41,KES,Sample Data
2020-12-01,Kenya,Mombasa,Maize (white),KG,46.77,KES,Sample Data
2020-12-01,Kenya,Kisumu,Maize (white),KG,46.99,KES,Sample Data
2020-12-01,Kenya,Nakuru,Maize (white),KG,47.31,KES,Sample Data
2020-12-01,Kenya,Eldoret,Maize (white),KG,47.4,KES,Sample Data
2020-12-01,Kenya,Nairobi,Rice,KG,134.31,KES,Sample Data
2020-12-01,Kenya,Mombasa,Rice,KG,128.22,KES,Sample Data
2020-12-01,Kenya,Kisumu,Rice,KG,125.71,KES,Sample Data
2020-12-01,Kenya,Nakuru,Rice,KG,134.63,KES,Sample Data
2020-12-01,Kenya,Eldoret,Rice,KG,124.49,KES,Sample Data
2020-12-01,Kenya,Nairobi,Wheat flour,KG,56.67,KES,Sample Data
2020-12-01,Kenya,Mombasa,Wheat flour,KG,59.88,KES,Sample Data
2020-12-01,Kenya,Kisumu,Wheat flour,KG,61.71,KES,Sample Data
2020-12-01,Kenya,Nakuru,Wheat flour,KG,58.43,KES,Sample Data
2020-12-01,Kenya,Eldoret,Wheat flour,KG,58.7,KES,Sample Data
2020-12-01,Kenya,Nairobi,Beans (dry),KG,116.02,KES,Sample Data
2020-12-01,Kenya,Mombasa,Beans (dry),KG,117.71,KES,Sample Data
2020-12-01,Kenya,Kisumu,Beans (dry),KG,118.04,KES,Sample Data
2020-12-01,Kenya,Nakuru,Beans (dry),KG,124.02,KES,Sample Data
2020-12-01,Kenya,Eldoret,Beans (dry),KG,114.41,KES,Sample Data
2020-12-01,Kenya,Nairobi,Sugar,KG,140.22,KES,Sample Data
2020-12-01,Kenya,Mombasa,Sugar,KG,144.78,KES,Sample Data
2020-12-01,Kenya,Kisumu,Sugar,KG,133.75,KES,Sample Data
2020-12-01,Kenya,Nakuru,Sugar,KG,140.97,KES,Sample Data
2020-12-01,Kenya,Eldoret,Sugar,KG,136.96,KES,Sample Data
2020-12-01,Kenya,Nairobi,Cooking oil (vegetable),L,312.16,KES,Sample Data
2020-12-01,Kenya,Mombasa,Cooking oil (vegetable),L,303.21,KES,Sample Data
2020-12-01,Kenya,Kisumu,Cooking oil (vegetable),L,295.74,KES,Sample Data
2020-12-01,Kenya,Nakuru,Cooking oil (vegetable),L,314.33,KES,Sample Data
2020-12-01,Kenya,Eldoret,Cooking oil (vegetable),L,304.63,KES,Sample Data
2020-12-01,Kenya,Nairobi,Milk (fresh),L,65.14,KES,Sample Data
2020-12-01,Kenya,Mombasa,Milk (fresh),L,66.97,KES,Sample Data
2020-12-01,Kenya,Kisumu,Milk (fresh),L,61.72,KES,Sample Data
2020-12-01,Kenya,Nakuru,Milk (fresh),L,67.3,KES,Sample Data
2020-12-01,Kenya,Eldoret,Milk (fresh),L,65.45,KES,Sample Data
2020-12-01,Kenya,Nairobi,Eggs,Piece,16.47,KES,Sample Data
2020-12-01,Kenya,Mombasa,Eggs,Piece,16.85,KES,Sample Data
2020-12-01,Kenya,Kisumu,Eggs,Piece,16.01,KES,Sample Data
2020-12-01,Kenya,Nakuru,Eggs,Piece,15.46,KES,Sample Data
2020-12-01,Kenya,Eldoret,Eggs,Piece,16.57,KES,Sample Data
2021-01-01,Kenya,Nairobi,Maize (white),KG,51.63,KES,Sample Data
2021-01-01,Kenya,Mombasa,Maize (white),KG,50.62,KES,Sample Data
2021-01-01,Kenya,Kisumu,Maize (white),KG,50.46,KES,Sample Data
2021-01-01,Kenya,Nakuru,Maize (white),KG,50.14,KES,Sample Data
2021-01-01,Kenya,Eldoret,Maize (white),KG,51.03,KES,Sample Data
2021-01-01,Kenya,Nairobi,Rice,KG,142.19,KES,Sample Data
2021-01-01,Kenya,Mombasa,Rice,KG,132.6,KES,Sample Data
2021-01-01,Kenya,Kisumu,Rice,KG,133.45,KES,Sample Data
2021-01-01,Kenya,Nakuru,Rice,KG,130.49,KES,Sample Data
2021-01-01,Kenya,Eldoret,Rice,KG,137.66,KES,Sample Data
2021-01-01,Kenya,Nairobi,Wheat flour,KG,64.11,KES,Sample Data
2021-01-01,Kenya,Mombasa,Wheat flour,KG,60.08,KES,Sample Data
2021-01-01,Kenya,Kisumu,Wheat flour,KG,62.49,KES,Sample Data
2021-01-01,Kenya,Nakuru,Wheat flour,KG,62.12,KES,Sample Data
2021-01-01,Kenya,Eldoret,Wheat flour,KG,64.38,KES,Sample Data
2021-01-01,Kenya,Nairobi,Beans (dry),KG,127.43,KES,Sample Data
2021-01-01,Kenya,Mombasa,Beans (dry),KG,126.09,KES,Sample Data
2021-01-01,Kenya,Kisumu,Beans (dry),KG,120.22,KES,Sample Data
2021-01-01,Kenya,Nakuru,Beans (dry),KG,120.51,KES,Sample Data
2021-01-01,Kenya,Eldoret,Beans (dry),KG,124.36,KES,Sample Data
2021-01-01,Kenya,Nairobi,Sugar,KG,148.34,KES,Sample Data
2021-01-01,Kenya,Mombasa,Sugar,KG,151.17,KES,Sample Data
2021-01-01,Kenya,Kisumu,Sugar,KG,150.08,KES,Sample Data
2021-01-01,Kenya,Nakuru,Sugar,KG,152.79,KES,Sample Data
2021-01-01,Kenya,Eldoret,Sugar,KG,147.62,KES,Sample Data
2021-01-01,Kenya,Nairobi,Cooking oil (vegetable),L,332.69,KES,Sample Data
2021-01-01,Kenya,Mombasa,Cooking oil (vegetable),L,303.63,KES,Sample Data
2021-01-01,Kenya,Kisumu,Cooking oil (vegetable),L,331.47,KES,Sample Data
2021-01-01,Kenya,Nakuru,Cooking oil (vegetable),L,320.27,KES,Sample Data
2021-01-01,Kenya,Eldoret,Cooking oil (vegetable),L,303.5,KES,Sample Data
2021-01-01,Kenya,Nairobi,Milk (fresh),L,66.85,KES,Sample Data
2021-01-01,Kenya,Mombasa,Milk (fresh),L,71.4,KES,Sample Data
2021-01-01,Kenya,Kisumu,Milk (fresh),L,68.02,KES,Sample Data
2021-01-01,Kenya,Nakuru,Milk (fresh),L,70.53,KES,Sample Data
2021-01-01,Kenya,Eldoret,Milk (fresh),L,70.31,KES,Sample Data
2021-01-01,Kenya,Nairobi,Eggs,Piece,17.2,KES,Sample Data
2021-01-01,Kenya,Mombasa,Eggs,Piece,16.45,KES,Sample Data
2021-01-01,Kenya,Kisumu,Eggs,Piece,17.36,KES,Sample Data
2021-01-01,Kenya,Nakuru,Eggs,Piece,17.41,KES,Sample Data
2021-01-01,Kenya,Eldoret,Eggs,Piece,16.76,KES,Sample Data
2021-02-01,Kenya,Nairobi,Maize (white),KG,54.53,KES,Sample Data
2021-02-01,Kenya,Mombasa,Maize (white),KG,53.71,KES,Sample Data
2021-02-01,Kenya,Kisumu,Maize (white),KG,53.69,KES,Sample Data
2021-02-01,Kenya,Nakuru,Maize (white),KG,50.82,KES,Sample Data
2021-02-01,Kenya,Eldoret,Maize (white),KG,50.65,KES,Sample Data
2021-02-01,Kenya,Nairobi,Rice,KG,141.99,KES,Sample Data
2021-02-01,Kenya,Mombasa,Rice,KG,145.68,KES,Sample Data
2021-02-01,Kenya,Kisumu,Rice,KG,139.54,KES,Sample Data
2021-02-01,Kenya,Nakuru,Rice,KG,140.27,KES,Sample Data
2021-02-01,Kenya,Eldoret,Rice,KG,143.26,KES,Sample Data
2021-02-01,Kenya,Nairobi,Wheat flour,KG,67.92,KES,Sample Data
2021-02-01,Kenya,Mombasa,Wheat flour,KG,64.39,KES,Sample Data
2021-02-01,Kenya,Kisumu,Wheat flour,KG,66.31,KES,Sample Data
2021-02-01,Kenya,Nakuru,Wheat flour,KG,62.62,KES,Sample Data
2021-02-01,Kenya,Eldoret,Wheat flour,KG,63.64,KES,Sample Data
2021-02-01,Kenya,Nairobi,Beans (dry),KG,126.65,KES,Sample Data
2021-02-01,Kenya,Mombasa,Beans (dry),KG,124.26,KES,Sample Data
2021-02-01,Kenya,Kisumu,Beans (dry),KG,128.88,KES,Sample Data
2021-02-01,Kenya,Nakuru,Beans (dry),KG,131.93,KES,Sample Data
2021-02-01,Kenya,Eldoret,Beans (dry),KG,135.05,KES,Sample Data
2021-02-01,Kenya,Nairobi,Sugar,KG,147.39,KES,Sample Data
2021-02-01,Kenya,Mombasa,Sugar,KG,158.74,KES,Sample Data
2021-02-01,Kenya,Kisumu,Sugar,KG,152.91,KES,Sample Data
2021-02-01,Kenya,Nakuru,Sugar,KG,148.61,KES,Sample Data
2021-02-01,Kenya,Eldoret,Sugar,KG,149.39,KES,Sample Data
2021-02-01,Kenya,Nairobi,Cooking oil (vegetable),L,335.17,KES,Sample Data
2021-02-01,Kenya,Mombasa,Cooking oil (vegetable),L,330.77,KES,Sample Data
2021-02-01,Kenya,Kisumu,Cooking oil (vegetable),L,320.75,KES,Sample Data
2021-02-01,Kenya,Nakuru,Cooking oil (vegetable),L,321.05,KES,Sample Data
2021-02-01,Kenya,Eldoret,Cooking oil (vegetable),L,325.67,KES,Sample Data
2021-02-01,Kenya,Nairobi,Milk (fresh),L,73.74,KES,Sample Data
2021-02-01,Kenya,Mombasa,Milk (fresh),L,73.71,KES,Sample Data
2021-02-01,Kenya,Kisumu,Milk (fresh),L,68.55,KES,Sample Data
2021-02-01,Kenya,Nakuru,Milk (fresh),L,72.47,KES,Sample Data
2021-02-01,Kenya,Eldoret,Milk (fresh),L,68.48,KES,Sample Data
2021-02-01,Kenya,Nairobi,Eggs,Piece,17.23,KES,Sample Data
2021-02-01,Kenya,Mombasa,Eggs,Piece,17.76,KES,Sample Data
2021-02-01,Kenya,Kisumu,Eggs,Piece,17.83,KES,Sample Data
2021-02-01,Kenya,Nakuru,Eggs,Piece,18.29,KES,Sample Data
2021-02-01,Kenya,Eldoret,Eggs,Piece,17.11,KES,Sample Data
2021-03-01,Kenya,Nairobi,Maize (white),KG,56.34,KES,Sample Data
2021-03-01,Kenya,Mombasa,Maize (white),KG,55.59,KES,Sample Data
2021-03-01,Kenya,Kisumu,Maize (white),KG,54.26,KES,Sample Data
2021-03-01,Kenya,Nakuru,Maize (white),KG,53.57,KES,Sample Data
2021-03-01,Kenya,Eldoret,Maize (white),KG,52.83,KES,Sample Data
2021-03-01,Kenya,Nairobi,Rice,KG,143.94,KES,Sample Data
2021-03-01,Kenya,Mombasa,Rice,KG,140.46,KES,Sample Data
2021-03-01,Kenya,Kisumu,Rice,KG,138.3,KES,Sample Data
2021-03-01,Kenya,Nakuru,Rice,KG,143.93,KES,Sample Data
2021-03-01,Kenya,Eldoret,Rice,KG,145.22,KES,Sample Data
2021-03-01,Kenya,Nairobi,Wheat flour,KG,65.05,KES,Sample Data
2021-03-01,Kenya,Mombasa,Wheat flour,KG,66.4,KES,Sample Data
2021-03-01,Kenya,Kisumu,Wheat flour,KG,68.24,KES,Sample Data
2021-03-01,Kenya,Nakuru,Wheat flour,KG,66.99,KES,Sample Data
2021-03-01,Kenya,Eldoret,Wheat flour,KG,68.3,KES,Sample Data
2021-03-01,Kenya,Nairobi,Beans (dry),KG,136.16,KES,Sample Data
2021-03-01,Kenya,Mombasa,Beans (dry),KG,134.22,KES,Sample Data
2021-03-01,Kenya,Kisumu,Beans (dry),KG,135.09,KES,Sample Data
2021-03-01,Kenya,Nakuru,Beans (dry),KG,136.45,KES,Sample Data
2021-03-01,Kenya,Eldoret,Beans (dry),KG,126.09,KES,Sample Data
2021-03-01,Kenya,Nairobi,Sugar,KG,150.52,KES,Sample Data
2021-03-01,Kenya,Mombasa,Sugar,KG,159.42,KES,Sample Data
2021-03-01,Kenya,Kisumu,Sugar,KG,160.39,KES,Sample Data
2021-03-01,Kenya,Nakuru,Sugar,KG,156.11,KES,Sample Data
2021-03-01,Kenya,Eldoret,Sugar,KG,153.1,KES,Sample Data
2021-03-01,Kenya,Nairobi,Cooking oil (vegetable),L,350.99,KES,Sample Data
2021-03-01,Kenya,Mombasa,Cooking oil (vegetable),L,328.5,KES,Sample Data
2021-03-01,Kenya,Kisumu,Cooking oil (vegetable),L,337.25,KES,Sample Data
2021-03-01,Kenya,Nakuru,Cooking oil (vegetable),L,323.56,KES,Sample Data
2021-03-01,Kenya,Eldoret,Cooking oil (vegetable),L,337.3,KES,Sample Data
2021-03-01,Kenya,Nairobi,Milk (fresh),L,70.91,KES,Sample Data
2021-03-01,Kenya,Mombasa,Milk (fresh),L,74.89,KES,Sample Data
2021-03-01,Kenya,Kisumu,Milk (fresh),L,74.77,KES,Sample Data
2021-03-01,Kenya,Nakuru,Milk (fresh),L,69.09,KES,Sample Data
2021-03-01,Kenya,Eldoret,Milk (fresh),L,73.35,KES,Sample Data
2021-03-01,Kenya,Nairobi,Eggs,Piece,18.13,KES,Sample Data
2021-03-01,Kenya,Mombasa,Eggs,Piece,18.2,KES,Sample Data
2021-03-01,Kenya,Kisumu,Eggs,Piece,18.59,KES,Sample Data
2021-03-01,Kenya,Nakuru,Eggs,Piece,18.81,KES,Sample Data
2021-03-01,Kenya,Eldoret,Eggs,Piece,17.37,KES,Sample Data
2021-04-01,Kenya,Nairobi,Maize (white),KG,51.27,KES,Sample Data
2021-04-01,Kenya,Mombasa,Maize (white),KG,52.86,KES,Sample Data
2021-04-01,Kenya,Kisumu,Maize (white),KG,55.04,KES,Sample Data
2021-04-01,Kenya,Nakuru,Maize (white),KG,53.42,KES,Sample Data
2021-04-01,Kenya,Eldoret,Maize (white),KG,56.12,KES,Sample Data
2021-04-01,Kenya,Nairobi,Rice,KG,142.55,KES,Sample Data
2021-04-01,Kenya,Mombasa,Rice,KG,146.98,KES,Sample Data
2021-04-01,Kenya,Kisumu,Rice,KG,139.41,KES,Sample Data
2021-04-01,Kenya,Nakuru,Rice,KG,145.49,KES,Sample Data
2021-04-01,Kenya,Eldoret,Rice,KG,140.13,KES,Sample Data
2021-04-01,Kenya,Nairobi,Wheat flour,KG,63.41,KES,Sample Data
2021-04-01,Kenya,Mombasa,Wheat flour,KG,68.31,KES,Sample Data
2021-04-01,Kenya,Kisumu,Wheat flour,KG,66.47,KES,Sample Data
2021-04-01,Kenya,Nakuru,Wheat flour,KG,64.27,KES,Sample Data
2021-04-01,Kenya,Eldoret,Wheat flour,KG,65.05,KES,Sample Data
2021-04-01,Kenya,Nairobi,Beans (dry),KG,127.84,KES,Sample Data
2021-04-01,Kenya,Mombasa,Beans (dry),KG,125.72,KES,Sample Data
2021-04-01,Kenya,Kisumu,Beans (dry),KG,129.63,KES,Sample Data
2021-04-01,Kenya,Nakuru,Beans (dry),KG,130.92,KES,Sample Data
2021-04-01,Kenya,Eldoret,Beans (dry),KG,127.25,KES,Sample Data
2021-04-01,Kenya,Nairobi,Sugar,KG,159.25,KES,Sample Data
2021-04-01,Kenya,Mombasa,Sugar,KG,160.22,KES,Sample Data
2021-04-01,Kenya,Kisumu,Sugar,KG,156.99,KES,Sample Data
2021-04-01,Kenya,Nakuru,Sugar,KG,148.65,KES,Sample Data
2021-04-01,Kenya,Eldoret,Sugar,KG,156.87,KES,Sample Data
2021-04-01,Kenya,Nairobi,Cooking oil (vegetable),L,333.53,KES,Sample Data
2021-04-01,Kenya,Mombasa,Cooking oil (vegetable),L,322.95,KES,Sample Data
2021-04-01,Kenya,Kisumu,Cooking oil (vegetable),L,331.92,KES,Sample Data
2021-04-01,Kenya,Nakuru,Cooking oil (vegetable),L,333.86,KES,Sample Data
2021-04-01,Kenya,Eldoret,Cooking oil (vegetable),L,336.54,KES,Sample Data
2021-04-01,Kenya,Nairobi,Milk (fresh),L,73.53,KES,Sample Data
2021-04-01,Kenya,Mombasa,Milk (fresh),L,71.3,KES,Sample Data
2021-04-01,Kenya,Kisumu,Milk (fresh),L,68.9,KES,Sample Data
2021-04-01,Kenya,Nakuru,Milk (fresh),L,71.46,KES,Sample Data
2021-04-01,Kenya,Eldoret,Milk (fresh),L,70.2,KES,Sample Data
2021-04-01,Kenya,Nairobi,Eggs,Piece,18.51,KES,Sample Data
2021-04-01,Kenya,Mombasa,Eggs,Piece,17.11,KES,Sample Data
2021-04-01,Kenya,Kisumu,Eggs,Piece,17.24,KES,Sample Data
2021-04-01,Kenya,Nakuru,Eggs,Piece,18.69,KES,Sample Data
2021-04-01,Kenya,Eldoret,Eggs,Piece,17.9,KES,Sample Data
2021-05-01,Kenya,Nairobi,Maize (white),KG,53.38,KES,Sample Data
2021-05-01,Kenya,Mombasa,Maize (white),KG,49.88,KES,Sample Data
2021-05-01,Kenya,Kisumu,Maize (white),KG,52.44,KES,Sample Data
2021-05-01,Kenya,Nakuru,Maize (white),KG,51.63,KES,Sample Data
2021-05-01,Kenya,Eldoret,Maize (white),KG,50.34,KES,Sample Data
2021-05-01,Kenya,Nairobi,Rice,KG,134.74,KES,Sample Data
2021-05-01,Kenya,Mombasa,Rice,KG,142.15,KES,Sample Data
2021-05-01,Kenya,Kisumu,Rice,KG,135.47,KES,Sample Data
2021-05-01,Kenya,Nakuru,Rice,KG,134.49,KES,Sample Data
2021-05-01,Kenya,Eldoret,Rice,KG,142.4,KES,Sample Data
2021-05-01,Kenya,Nairobi,Wheat flour,KG,66.53,KES,Sample Data
2021-05-01,Kenya,Mombasa,Wheat flour,KG,64.22,KES,Sample Data
2021-05-01,Kenya,Kisumu,Wheat flour,KG,66.3,KES,Sample Data
2021-05-01,Kenya,Nakuru,Wheat flour,KG,65.87,KES,Sample Data
2021-05-01,Kenya,Eldoret,Wheat flour,KG,65.88,KES,Sample Data
2021-05-01,Kenya,Nairobi,Beans (dry),KG,132.6,KES,Sample Data
2021-05-01,Kenya,Mombasa,Beans (dry),KG,131.87,KES,Sample Data
2021-05-01,Kenya,Kisumu,Beans (dry),KG,129.72,KES,Sample Data
2021-05-01,Kenya,Nakuru,Beans (dry),KG,130.81,KES,Sample Data
2021-05-01,Kenya,Eldoret,Beans (dry),KG,122.81,KES,Sample Data
2021-05-01,Kenya,Nairobi,Sugar,KG,146.43,KES,Sample Data
2021-05-01,Kenya,Mombasa,Sugar,KG,147.02,KES,Sample Data
2021-05-01,Kenya,Kisumu,Sugar,KG,148.76,KES,Sample Data
2021-05-01,Kenya,Nakuru,Sugar,KG,155.29,KES,Sample Data
2021-05-01,Kenya,Eldoret,Sugar,KG,151.21,KES,Sample Data
2021-05-01,Kenya,Nairobi,Cooking oil (vegetable),L,332.6,KES,Sample Data
2021-05-01,Kenya,Mombasa,Cooking oil (vegetable),L,340.79,KES,Sample Data
2021-05-01,Kenya,Kisumu,Cooking oil (vegetable),L,330.64,KES,Sample Data
2021-05-01,Kenya,Nakuru,Cooking oil (vegetable),L,331.18,KES,Sample Data
2021-05-01,Kenya,Eldoret,Cooking oil (vegetable),L,311.73,KES,Sample Data
2021-05-01,Kenya,Nairobi,Milk (fresh),L,69.56,KES,Sample Data
2021-05-01,Kenya,Mombasa,Milk (fresh),L,71.37,KES,Sample Data
2021-05-01,Kenya,Kisumu,Milk (fresh),L,69.29,KES,Sample Data
2021-05-01,Kenya,Nakuru,Milk (fresh),L,68.95,KES,Sample Data
2021-05-01,Kenya,Eldoret,Milk (fresh),L,66.58,KES,Sample Data
2021-05-01,Kenya,Nairobi,Eggs,Piece,17.59,KES,Sample Data
2021-05-01,Kenya,Mombasa,Eggs,Piece,17.82,KES,Sample Data
2021-05-01,Kenya,Kisumu,Eggs,Piece,18.07,KES,Sample Data
2021-05-01,Kenya,Nakuru,Eggs,Piece,17.31,KES,Sample Data
2021-05-01,Kenya,Eldoret,Eggs,Piece,17.6,KES,Sample Data
2021-06-01,Kenya,Nairobi,Maize (white),KG,48.88,KES,Sample Data
2021-06-01,Kenya,Mombasa,Maize (white),KG,51.07,KES,Sample Data
2021-06-01,Kenya,Kisumu,Maize (white),KG,48.5,KES,Sample Data
2021-06-01,Kenya,Nakuru,Maize (white),KG,52.51,KES,Sample Data
2021-06-01,Kenya,Eldoret,Maize (white),KG,49.12,KES,Sample Data
2021-06-01,Kenya,Nairobi,Rice,KG,129.91,KES,Sample Data
2021-06-01,Kenya,Mombasa,Rice,KG,134.29,KES,Sample Data
